,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
Act5C,3.981144131388365e-288,14.3079965,11.850704349448993,14.222491799682867,10.972220092460896,6.484487561205369e-284
mt:CoII,1.303574290952242e-251,10.24310225,13.019943259467592,10.068377219661736,12.841889828115695,2.1232618051030115e-247
CR40640,3.8650299385997195e-251,5.02113765,1.9551018039072519,5.088345360570822,1.9362518026494642,6.295360763991224e-247
sn,1.8270560857030243e-250,10.526766,5.550388019989784,10.17154045400634,4.591124507900597,2.975908952393086e-246
Cam,4.315557735419764e-248,9.2735925,11.674302532214275,9.130971507928132,11.495092534729602,7.029180439451712e-244
CR43481,1.7824730065055582e-244,5.625975,1.5595533604359744,5.444245401754763,1.715881525937981,2.9032920329962535e-240
mt:CoIII,1.7072302585897454e-242,9.8366285,12.566658345804232,9.725932728435513,12.46616357857448,2.7807366451909773e-238
ps,3.8588126346193876e-241,0.0,9.879320998024957,3.03552311715645,9.29986479114999,6.285234019268058e-237
cib,2.6978193182134023e-226,9.491259750000001,5.923052499874166,9.231983150845663,4.959284461932968,4.3942081055059895e-222
Hsp27,1.6046702869353442e-223,11.2321885,8.712265370465431,11.0393996706131,7.6563876132123125,2.6136869633602886e-219
Rdl,3.2881694731643287e-222,8.667171,11.165111628155913,8.067036863752644,10.70361920428779,5.355770437890059e-218
para,3.427506156455581e-219,4.6389867,9.725124684194286,4.26520118192389,9.211012282491666,5.58272202763485e-215
CR40611,1.949108099956326e-217,0.0,3.175335261806451,0.2520183112156446,2.819851165739422,3.174707273208864e-213
shakB,6.404442410610986e-217,8.7190535,11.396324474539027,8.47672675369979,10.930000942014608,1.0431555798403173e-212
slo,4.495067422945463e-214,0.0,9.281982599019651,2.1056616336257927,8.272712614412326,7.32156581849357e-210
st,1.6845189200220633e-213,0.0,3.1680619029621018,0.18395369975687087,3.4943128380925,2.743744416931937e-209
CG13928,1.9556958446411224e-212,11.4534175,9.70339352637458,11.291992738160678,8.255448269482718,3.1854373917514603e-208
Syt12,1.9430153563101035e-210,0.0,8.032895305292842,0.23437492587737846,6.181448790914214,3.1647834123578967e-206
NaCP60E,1.2234014164963085e-209,0.0,8.584435952638122,1.1755084666807614,7.440124065385689,1.9926762271891872e-205
